player_name,matches_played,role,total_runs,career_average,career_strike_rate,total_wickets,career_economy,total_4s,total_6s,runs_last_7,avg_last_7,strike_rate_last_7,wickets_last_7,economy_last_7,4s_6s_last_7,dot_ball_pct_last_7,player_consistency_score
BB Samantray,8,Batsman,125,15.62,107.76,0,0.0,13,2,123,17.57,107.89,0,0.0,15,36.84,34.53
MJ Clarke,6,Batsman,98,16.33,102.08,2,6.55,12,0,98,16.33,102.08,0,0.0,12,39.58,35.0
BW Hilfenhaus,17,Bowler,0,0.0,0.0,22,7.65,0,0,0,0.0,0.0,7,9.06,0,38.65,29.99
AP Majumdar,4,Batsman,87,21.75,112.99,0,0.0,7,2,87,21.75,112.99,0,0.0,9,32.47,44.62
PA Reddy,10,Batsman,164,16.4,98.2,0,0.0,15,2,91,13.0,87.5,0,0.0,9,42.31,28.78
K Upadhyay,3,All-rounder,12,4.0,133.33,0,8.68,0,1,12,4.0,133.33,0,8.68,1,35.38,25.2
Sunny Gupta,1,All-rounder,0,0.0,0.0,0,14.84,0,0,0,0.0,0.0,0,14.84,0,5.0,10.0
MC Juneja,7,Batsman,125,17.86,93.28,0,0.0,11,1,125,17.86,93.28,0,0.0,12,33.58,33.94
MDKJ Perera,2,All-rounder,14,7.0,107.69,0,0.0,3,0,14,7.0,107.69,0,0.0,3,53.85,12.38
BMAJ Mendis,3,All-rounder,23,7.67,85.19,1,7.2,0,0,23,7.67,85.19,1,7.2,0,33.33,24.59
R Rampaul,12,Bowler,51,4.25,98.08,16,6.88,3,2,51,4.64,98.08,6,6.92,5,43.07,32.58
SMSM Senanayake,8,Bowler,10,1.25,58.82,9,6.49,0,0,10,1.43,58.82,8,6.74,0,39.57,33.7
BJ Rohrer,8,Batsman,193,24.12,132.19,0,10.29,21,5,179,25.57,136.64,0,0.0,24,30.53,49.35
IC Pandey,24,Bowler,0,0.0,0.0,18,7.79,0,0,0,0.0,0.0,8,6.8,0,53.08,39.82
CM Gautam,13,All-rounder,169,13.0,106.96,0,0.0,17,6,89,12.71,96.74,0,0.0,13,47.83,14.42
X Thalaivan Sargunam,1,All-rounder,10,10.0,58.82,0,0.0,0,0,10,10.0,58.82,0,0.0,0,52.94,13.41
DJG Sammy,22,All-rounder,295,13.41,117.53,11,8.7,15,18,67,8.38,95.71,1,10.65,6,28.03,19.09
P Suyal,5,All-rounder,0,0.0,0.0,2,8.64,0,0,0,0.0,0.0,2,8.64,0,33.64,12.28
PV Tambe,33,Bowler,18,0.55,46.15,28,7.71,1,0,18,1.5,46.15,5,8.85,1,35.29,22.06
Parvez Rasool,11,All-rounder,17,1.55,85.0,4,8.19,1,0,17,1.89,85.0,2,9.15,1,28.57,17.7
UA Birla,1,All-rounder,7,7.0,46.67,0,0.0,1,0,7,7.0,46.67,0,0.0,1,66.67,12.3
MG Neser,1,All-rounder,0,0.0,0.0,0,14.88,0,0,0,0.0,0.0,0,14.88,0,20.0,8.0
NJ Maddinson,3,All-rounder,20,6.67,95.24,0,0.0,4,0,20,6.67,95.24,0,0.0,4,71.43,13.31
BR Dunk,3,All-rounder,40,13.33,111.11,0,0.0,7,0,40,13.33,111.11,0,0.0,7,47.22,18.66
Shivam Sharma,5,Bowler,5,1.0,166.67,4,8.68,1,0,5,1.0,166.67,4,8.68,1,32.48,25.43
VH Zol,2,All-rounder,29,14.5,111.54,0,0.0,3,1,29,14.5,111.54,0,0.0,4,50.0,20.65
K Santokie,2,Bowler,0,0.0,0.0,3,10.71,0,0,0,0.0,0.0,3,10.71,0,29.41,30.2
BE Hendricks,7,Bowler,1,0.14,33.33,9,9.13,0,0,1,0.14,33.33,9,9.13,0,33.75,29.22
JW Hastings,3,Bowler,0,0.0,0.0,3,6.49,0,0,0,0.0,0.0,3,6.49,0,50.82,35.79
Karanveer Singh,9,Bowler,12,1.33,70.59,12,9.1,1,0,12,1.71,70.59,8,10.43,1,29.28,24.21
DJ Muthuswami,6,Bowler,1,0.17,33.33,4,7.71,0,0,1,0.17,33.33,4,7.71,0,52.87,31.3
RG More,2,All-rounder,2,1.0,100.0,1,10.22,0,0,2,1.0,100.0,1,10.22,0,10.26,20.9
GS Sandhu,2,All-rounder,0,0.0,0.0,1,10.75,0,0,0,0.0,0.0,1,10.75,0,18.75,9.11
P Sahu,5,Bowler,19,3.8,146.15,3,8.52,1,1,19,3.8,146.15,3,8.52,2,23.33,21.34
KJ Abbott,5,All-rounder,13,2.6,162.5,2,10.71,0,1,13,2.6,162.5,2,10.71,1,28.18,24.16
PSP Handscomb,1,All-rounder,6,6.0,50.0,0,0.0,0,0,6,6.0,50.0,0,0.0,0,50.0,11.15
SM Boland,2,Bowler,0,0.0,0.0,2,7.81,0,0,0,0.0,0.0,2,7.81,0,32.56,32.05
UT Khawaja,6,Batsman,127,21.17,120.95,0,0.0,14,3,127,21.17,120.95,0,0.0,17,34.29,47.45
F Behardien,3,All-rounder,14,4.67,107.69,0,0.0,2,0,14,4.67,107.69,0,0.0,2,38.46,11.67
ER Dwivedi,2,All-rounder,24,12.0,160.0,0,0.0,2,2,24,12.0,160.0,0,0.0,4,33.33,20.88
